"id","name","desc","include","level_1_ID","createdBy","updatedBy","created_at","updated_at"
2923,Natural Disasters," Assessment of business impacts from events like floods or earthquakes. Example: An evacuation plan and offsite backups in case of flooding.

Evidences to attach:
1. Disaster Drill Log – Provide a sign-in sheet or summary from a natural disaster readiness check.
2. BIA Excerpt – Show how natural disaster risks are documented in the BIA.",1,1096,1,1,"2025-03-21 08:29:14.924","2025-03-21 08:29:14.924"
2924,Network Infrastructure," Includes data communication networks and connectivity protocols. Example: Documented network diagrams showing primary and backup connections.

Evidences to attach:
1. Network Diagram – Provide a simple diagram or screenshot illustrating your network and any failover connections.
2. BIA Summary – Show a snippet referencing how network downtime would affect operations.",1,1097,1,1,"2025-03-21 08:29:14.965","2025-03-21 08:29:14.965"
2925,Data Centers," Details about primary and secondary data centers (location, capacity, etc.). Example: Primary in City A, secondary (DR) site in City B.

Evidences to attach:
1. Data Center Overview – Provide a short excerpt or diagram showing data center locations and capacities.
2. BIA Summary – Show how these data centers are referenced in the BIA.",1,1097,1,1,"2025-03-21 08:29:14.997","2025-03-21 08:29:14.997"
2926,Disaster Recovery Drills," Practical exercises to prepare staff for disaster scenarios. Example: Bi-annual full-scale disaster recovery simulations.

Evidences to attach:
1. Drill Log/Attendance – Provide a sign-in sheet or screenshot from the last disaster recovery drill.
2. BIA Summary – Show how the BIA aligns with these drills or references tested recovery strategies.",1,1098,1,1,"2025-03-21 08:29:15.057","2025-03-21 08:29:15.057"
2927,Data Protection and Privacy," Compliance with data protection laws. Example: GDPR or local privacy regulations integrated into continuity plans.

Evidences to attach:
1. Policy Excerpt – Provide a snippet from your data protection policy referencing GDPR or other privacy laws.
2. BIA Summary – Show a snippet that addresses data protection requirements in your continuity plan.",1,1099,1,1,"2025-03-21 08:29:15.086","2025-03-21 08:29:15.086"
2928,Performance Metrics," Use of KPIs to measure continuity plan effectiveness. Example: “Time to recover” as a key performance indicator.

Evidences to attach:
1. Metrics Report – Provide a screenshot or excerpt from a KPI dashboard measuring recovery times or other metrics.
2. BIA Summary – Show a snippet referencing these metrics in the BIA or explaining how they’re tracked.",1,1100,1,1,"2025-03-21 08:29:15.115","2025-03-21 08:29:15.115"
2929,Proactive Detection," Identify incidents early to limit damage. Example: Use anomaly detection in network traffic.

Evidences to attach:
1. Incident Log or Ticket System Report – Provide a screenshot or PDF from your ticketing system or incident log showing the date/time and nature of the incident.
2. Post-Incident Review (PIR) / Lessons Learned Document – Include a brief summary or excerpt explaining what was learned and how processes were improved.",1,1101,1,1,"2025-03-21 09:11:45.681","2025-03-21 09:11:45.681"
2930,Incident Manager," Oversees the entire incident management process. Example: Coordinates team responses during major outages.

Evidences to attach:
1. Incident Log or Ticket System Report – Provide a snippet or screenshot showing an incident assigned to the Incident Manager.
2. Post-Incident Review (PIR) / Lessons Learned Document – Attach a summary of any corrective actions or improvements initiated by the Incident Manager.",1,1102,1,1,"2025-03-21 09:11:45.718","2025-03-21 09:11:45.718"
2931,Senior IT Leadership," Involved in major or high-severity incidents. Example: Makes strategic decisions during a security breach.

Evidences to attach:
1. Incident Log or Ticket System Report – Provide a record or screenshot of a high-severity incident where senior IT leadership was engaged.
2. Post-Incident Review (PIR) / Lessons Learned Document – Include a portion showing leadership’s decisions or directives.",1,1103,1,1,"2025-03-21 09:11:45.747","2025-03-21 09:11:45.747"
2932,Incident Report Template," Standardizes incident reports. Example: A predefined template ensures consistent documentation.

Evidences to attach:
1. Incident Log or Ticket System Report – Provide a sample incident logged using the standard template.
2. Post-Incident Review (PIR) / Lessons Learned Document – Show how the template guided the review or lessons learned (e.g., a filled-out PIR referencing the template).",1,1104,1,1,"2025-03-21 09:11:45.787","2025-03-21 09:11:45.787"
2933,MTTD Calculation," Measures detection efficiency. Example: Calculate the average time from incident occurrence to detection.

Evidences to attach:
1. Incident Log or Ticket System Report – Provide entries showing how you track start time vs. detection time.
2. Post-Incident Review (PIR) / Lessons Learned Document – Include a summary or screenshot showing how MTTD was calculated and used to improve response.",1,1105,1,1,"2025-03-21 09:11:45.823","2025-03-21 09:11:45.823"
2934,Daily Incident Summary," Provides insights on incident trends. Example: Summarizes major incidents and response effectiveness weekly.

Evidences to attach:
1. Incident Log or Ticket System Report – Show a daily or weekly incident summary screenshot/PDF.
2. Post-Incident Review (PIR) / Lessons Learned Document – Provide a short excerpt indicating how daily summaries feed into broader lessons learned or continuous improvement.",1,1106,1,1,"2025-03-21 09:11:45.856","2025-03-21 09:11:45.856"
2935,Purpose of Use,"Use corporate assets primarily for business tasks; personal use should be minimal. Example: Use corporate email solely for work. Evidences to attach: 1) A signed acknowledgment form that specifically states you understand corporate email is for business use only (scanned/digital copy), and 2) A usage report or screenshot from your email system showing minimal personal email activity.",1,1107,1,1,"2025-03-21 10:37:39.665","2025-03-21 10:37:39.665"
2936,Prohibited Activities,"Defines actions that are not allowed (e.g., piracy, unauthorized data sharing). Example: Sharing sensitive files is prohibited. Evidences to attach: 1) A signed acknowledgment that you have read and understood the list of prohibited activities (with reference to piracy and unauthorized sharing), and 2) A certificate or screenshot showing completion of the training module on prohibited activities.",1,1107,1,1,"2025-03-21 10:37:39.699","2025-03-21 10:37:39.699"
2937,Data Classification,"Outlines how to handle data based on sensitivity. Example: Financial records are classified as confidential and secured. Evidences to attach: 1) A signed acknowledgment that highlights your responsibility for correct data classification, and 2) A sample (or screenshot) showing a file labeled “Confidential” from your work system.",1,1107,1,1,"2025-03-21 10:37:39.723","2025-03-21 10:37:39.723"
2938,Least Privilege Principle,"Access is provided on a need-to-know basis and periodically reviewed. Example: Only designated staff may access critical systems. Evidences to attach: 1) A manager-signed access request form confirming your limited access, and 2) A recent access review report that specifically shows your system privileges are aligned with your role.",1,1108,1,1,"2025-03-21 10:37:39.762","2025-03-21 10:37:39.762"
2939,Password & Authentication,"Mandates strong passwords and secure authentication. Example: Users must change passwords regularly and not share credentials. Evidences to attach: 1) A signed acknowledgment form for the password policy (emphasizing complexity and change requirements), and 2) A screenshot or log from the password management system that confirms recent password updates.",1,1108,1,1,"2025-03-21 10:37:39.792","2025-03-21 10:37:39.792"
2940,Multi-Factor Authentication (MFA),"Requires MFA for high-privilege accounts. Example: Administrators must use MFA when accessing sensitive systems. Evidences to attach: 1) An email or signed form from IT confirming your MFA enrollment, and 2) A screenshot from your MFA application that shows active enrollment or successful authentication.",1,1108,1,1,"2025-03-21 10:37:39.818","2025-03-21 10:37:39.818"
2941,Internet,"Use internet resources only for legitimate business activities; avoid malicious sites. Example: Browse reputable sites for research. Evidences to attach: 1) A signed acknowledgment form specific to internet use guidelines, and 2) A redacted screenshot of your browser history that shows visits to approved, business-related websites.",1,1109,1,1,"2025-03-21 10:37:39.863","2025-03-21 10:37:39.863"
2942,Email,"Requires professional communication and caution with attachments. Example: Verify sender authenticity before opening emails. Evidences to attach: 1) A signed acknowledgment form for the email usage policy, and 2) A screenshot from your email client demonstrating security features (such as sender verification or flagged suspicious emails).",1,1109,1,1,"2025-03-21 10:37:39.895","2025-03-21 10:37:39.895"
2943,Social Media & Communication Tools,"Prohibits disclosure of confidential information via unofficial channels. Example: Use designated accounts for business social media. Evidences to attach: 1) A signed acknowledgment for the social media communication guidelines, and 2) A screenshot or email confirmation showing that you are using only company-approved social media or communication channels for work.",1,1109,1,1,"2025-03-21 10:37:39.928","2025-03-21 10:37:39.928"
2944,Software Installation,"Only pre-approved software may be installed. Example: Submit a New Technology Request before installation. Evidences to attach: 1) A signed acknowledgment form for the software installation policy, and 2) A copy of a New Technology Request form or an approval email from IT for installing the approved software.",1,1110,1,1,"2025-03-21 10:37:39.969","2025-03-21 10:37:39.969"
2945,Hardware Maintenance,"Devices must be updated with patches and firmware. Example: Regular maintenance ensures laptops have current security updates. Evidences to attach: 1) A signed acknowledgment of the hardware maintenance policy, and 2) A maintenance log or IT email confirming that your device has recently received the required patches and firmware updates.",1,1110,1,1,"2025-03-21 10:37:39.993","2025-03-21 10:37:39.993"
2946,Physical Security,"Includes measures like locking workstations and securing devices. Example: Employees lock their computers when leaving their desks. Evidences to attach: 1) A signed acknowledgment form for the physical security policy, and 2) A photograph or screenshot demonstrating that your workstation is secured (with sensitive details blurred).",1,1110,1,1,"2025-03-21 10:37:40.022","2025-03-21 10:37:40.022"
2947,Storage & Encryption,"Sensitive data must be stored on encrypted drives or secure shares. Example: Confidential documents are saved on encrypted cloud storage. Evidences to attach: 1) A signed acknowledgment for the storage and encryption policy, and 2) A screenshot from your file system or cloud service showing encryption settings or secure folder designations.",1,1111,1,1,"2025-03-21 10:37:40.068","2025-03-21 10:37:40.068"
2948,Data Transfers,"Data should only be transferred using secure methods. Example: Files are shared over secured channels rather than via unsecured email. Evidences to attach: 1) A signed acknowledgment of the secure data transfer policy, and 2) A log or screenshot from an approved secure file transfer tool (with sensitive information redacted).",1,1111,1,1,"2025-03-21 10:37:40.106","2025-03-21 10:37:40.106"
2949,Personal Devices,"Storing corporate data on personal devices is disallowed unless secured. Example: Personal smartphones must not store sensitive data. Evidences to attach: 1) A signed acknowledgment form for the personal device policy, and 2) An IT confirmation (email or screenshot) showing that your personal device is enrolled in the required security management system (e.g., MDM).",1,1111,1,1,"2025-03-21 10:37:40.130","2025-03-21 10:37:40.130"
2950,"Removable Media (USB, External HDD)","Must be encrypted and scanned for malware. Example: USB drives are routinely scanned before use on corporate systems. Evidences to attach: 1) A signed acknowledgment for the removable media policy, and 2) A screenshot of antivirus scan results or encryption status from your USB/external HDD as provided by IT.",1,1112,1,1,"2025-03-21 10:37:40.157","2025-03-21 10:37:40.157"
2951,Cloud Storage,"Only IT-approved cloud platforms are permitted. Example: Use the official cloud service for work files. Evidences to attach: 1) A signed acknowledgment for the cloud storage policy, and 2) A screenshot from your cloud storage account showing that it is the approved service.",1,1112,1,1,"2025-03-21 10:37:40.181","2025-03-21 10:37:40.181"
2952,Data Retention,"Outdated or unnecessary files must be securely deleted. Example: Regular reviews ensure obsolete files are purged. Evidences to attach: 1) A signed acknowledgment for the data retention policy, and 2) A record or screenshot from a file audit demonstrating that obsolete files have been securely deleted.",1,1112,1,1,"2025-03-21 10:37:40.209","2025-03-21 10:37:40.209"
2953,Secure Connections,"Access must be via approved VPNs or secure protocols. Example: Remote workers connect through a company-sanctioned VPN. Evidences to attach: 1) A signed acknowledgment for the secure connection policy, and 2) A screenshot or log from your VPN client confirming connection to the approved network.",1,1113,1,1,"2025-03-21 10:37:40.237","2025-03-21 10:37:40.237"
2954,BYOD Compliance,"Personal devices must meet the organization’s security baseline. Example: Devices require updated antivirus software and encryption. Evidences to attach: 1) A signed acknowledgment for the BYOD policy, and 2) An IT report or screenshot confirming that your personal device meets the required security baseline.",1,1113,1,1,"2025-03-21 10:37:40.262","2025-03-21 10:37:40.262"
2955,Incident Reporting,"Any loss or compromise must be reported immediately. Example: A lost device triggers immediate incident reporting procedures. Evidences to attach: 1) A signed acknowledgment form for the incident reporting process, and 2) A sample incident report or screenshot from the incident reporting system (with sensitive details removed) showing that you know how to report promptly.",1,1113,1,1,"2025-03-21 10:37:40.293","2025-03-21 10:37:40.293"
2956,N/A,N/A,1,1114,1,1,"2025-03-21 10:37:40.337","2025-03-21 10:37:40.337"
2957,N/A,N/A,1,1115,1,1,"2025-03-21 10:37:40.366","2025-03-21 10:37:40.366"
2958,N/A,N/A,1,1116,1,1,"2025-03-21 10:37:40.399","2025-03-21 10:37:40.399"
2959,N/A,N/A,1,1117,1,1,"2025-03-21 10:37:40.440","2025-03-21 10:37:40.440"
2960,N/A,N/A,1,1118,1,1,"2025-03-21 10:37:40.471","2025-03-21 10:37:40.471"
2961,N/A,N/A,1,1119,1,1,"2025-03-21 10:37:40.507","2025-03-21 10:37:40.507"
2962,N/A,N/A,1,1120,1,1,"2025-03-21 10:37:40.555","2025-03-21 10:37:40.555"
2963,N/A,N/A,1,1121,1,1,"2025-03-21 10:37:40.588","2025-03-21 10:37:40.588"
2964,N/A,N/A,1,1122,1,1,"2025-03-21 10:37:40.627","2025-03-21 10:37:40.627"
2965,Impact Assessment,"Evaluates potential consequences of a security breach. Example: Unauthorized access to customer data is categorized as ‘High Impact’ in risk treatment planning.

Evidences to Attach:
1. Management Approval/Sign-Off: An email or signed form confirming management’s review and approval of the risk assessment.
2. Risk Assessment Summary: A brief (1–2 page) overview or screenshot showing identified threats, vulnerabilities, and potential impacts.",1,1123,1,1,"2025-03-24 07:49:30.900","2025-03-24 07:49:30.900"
2966,Control Implementation,"Security controls are selected based on risk severity. Example: Multi-factor authentication is implemented to prevent unauthorized access.

Evidences to Attach:
1. Management Approval/Sign-Off: An email or signed memo showing leadership acceptance of the risk treatment plan.
2. Condensed Risk Treatment Summary: A short document or screenshot listing each risk, the chosen controls, and a brief status update (e.g., “MFA implemented,” “Encryption in progress”).",1,1124,1,1,"2025-03-24 07:49:30.936","2025-03-24 07:49:30.936"
2967,Role-Based Access Control (RBAC),"User permissions are granted based on predefined roles. Example: Only IT admins have access to server configurations.

Evidences to Attach:
1. Management Approval/Sign-Off: A record (email or short memo) indicating management’s agreement with the access control approach.
2. Access Control Overview: A brief policy excerpt, screenshot, or table showing how roles and permissions are defined.",1,1125,1,1,"2025-03-24 07:49:30.980","2025-03-24 07:49:30.980"
2968,Automated Deprovisioning,"Ensures accounts are disabled upon employee departure. Example: A centralized IAM system disables inactive accounts within 24 hours of offboarding.

Evidences to Attach:
1. Management Approval/Sign-Off: A short note, email, or signed form verifying that the user registration/de-registration process is approved.
2. IAM System Screenshot/Report: Evidence (screenshot or brief log) showing automatic account deactivation.",1,1126,1,1,"2025-03-24 07:49:31.006","2025-03-24 07:49:31.006"
2969,Unauthorized Access Monitoring,"Tracks system access logs for potential security breaches. Example: SIEM tools generate alerts for failed login attempts exceeding five attempts within one hour.

Evidences to Attach:
1. Management Approval/Sign-Off: An email or memo confirming leadership’s acknowledgment of the logging/monitoring process.
2. Log Monitoring Evidence: A brief report or screenshot from the SIEM/logging tool showing such alerts.",1,1127,1,1,"2025-03-24 07:49:31.039","2025-03-24 07:49:31.039"
2970,Physical Security Perimeter,"Not required since all operations are cloud-hosted. Example: There are no dedicated data center facilities requiring perimeter security.

Evidences to Attach:
1. Management Approval/Sign-Off: A signed statement or email confirming leadership agrees that a physical security perimeter is unnecessary.
2. Exclusion Rationale: A brief explanation (1–2 paragraphs) outlining why these controls do not apply.",1,1128,1,1,"2025-03-24 07:49:31.078","2025-03-24 07:49:31.078"
2971,Third-Party Code Auditing,"Code security assessments are only required for external vendors. Example: External software is reviewed by security teams before deployment.

Evidences to Attach:
1. Management Approval/Sign-Off: A brief note, email, or memo showing management’s approval to exclude these controls.
2. Vendor Security Review Evidence: A summary of how external code is audited (e.g., “Vendor code is scanned for vulnerabilities before integration”).",1,1129,1,1,"2025-03-24 07:49:31.105","2025-03-24 07:49:31.105"
2972,Customer Data Protection,"Ensures compliance with GDPR by implementing data encryption and access control measures. Example: Encryption keys are rotated quarterly to comply with regulatory mandates.

Evidences to Attach:
1. Management Approval/Sign-Off: Evidence (email, memo, or signed form) confirming leadership supports these obligations.
2. Compliance Summary: A brief write-up or screenshot demonstrating compliance measures.",1,1130,1,1,"2025-03-24 07:49:31.140","2025-03-24 07:49:31.140"
3022,Access Control & Need-to-Know,"Only authorized personnel may access sensitive data.
Example: Only HR employees can access employee records.
Evidence 1: Acknowledgement form signed by the employee.
Evidence 2: Training completion certificate confirming understanding of access restrictions.",1,1156,1,1,"2025-03-25 07:51:54.511","2025-03-25 07:51:54.511"
3023,Encryption & Protective Measures,"All confidential data must be encrypted to ensure its protection.
Example: Encrypting customer credit card details during transactions.
Evidence 1: Screenshot showing encryption enabled on your work device.
Evidence 2: Signed acknowledgement form confirming adherence to encryption procedures.",1,1156,1,1,"2025-03-25 07:51:54.541","2025-03-25 07:51:54.541"
3024,Physical Security,"Secure physical access to areas that store sensitive information.
Example: Biometric systems used to control access to data centers.
Evidence 1: Completed checklist confirming compliance with physical security procedures.
Evidence 2: Signed confirmation that guidelines are followed.",1,1156,1,1,"2025-03-25 07:51:54.577","2025-03-25 07:51:54.577"
3025,Accuracy and Completeness,"Data must be complete and accurate at all times.
Example: Verifying customer data entries in a CRM system are correct and up-to-date.
Evidence 1: Signed statement confirming data accuracy.
Evidence 2: Acknowledgement of participation in data accuracy training.",1,1157,1,1,"2025-03-25 07:51:54.612","2025-03-25 07:51:54.612"
3026,Change Control & Logging,"All changes to critical systems should be documented and logged.
Example: Tracking changes to a database using version control procedures.
Evidence 1: Completed change log form.
Evidence 2: Screenshot from the logging system showing recent change entries.",1,1157,1,1,"2025-03-25 07:51:54.643","2025-03-25 07:51:54.643"
3027,Business Continuity and Disaster Recovery,"Establish backup and recovery measures to minimize downtime.
Example: Restoring system operations after a hardware failure.
Evidence 1: Signed acknowledgement of backup procedures.
Evidence 2: Screenshot of the backup system status or verification report.",1,1158,1,1,"2025-03-25 07:51:54.673","2025-03-25 07:51:54.673"
3028,Redundancy & Failover,"Implement redundant systems to maintain service availability.
Example: Using multiple servers to ensure uninterrupted service during a failure.
Evidence 1: Completed checklist confirming redundancy setup.
Evidence 2: Signed acknowledgement of understanding the failover procedures.",1,1158,1,1,"2025-03-25 07:51:54.695","2025-03-25 07:51:54.695"
3029,Legal and Regulatory Requirements,"Comply with all applicable legal and regulatory requirements (e.g., GDPR).
Example: Implementing data protection measures that align with GDPR standards.
Evidence 1: Training certificate on legal and regulatory compliance.
Evidence 2: Signed compliance acknowledgement form.",1,1159,1,1,"2025-03-25 07:51:54.721","2025-03-25 07:51:54.721"
3030,Internal and External Audits,"Regular audits are necessary to verify adherence to the policy.
Example: Conducting internal audits to verify security controls.
Evidence 1: Acknowledgement of audit participation.
Evidence 2: Completed audit checklist confirming review of procedures.",1,1159,1,1,"2025-03-25 07:51:54.742","2025-03-25 07:51:54.742"
3031,Risk-Based Approach,"Utilize a formal risk assessment framework to identify and mitigate risks.
Example: Performing a risk assessment for network vulnerabilities.
Evidence 1: Risk assessment training certificate.
Evidence 2: Signed acknowledgement of participation in risk management procedures.",1,1160,1,1,"2025-03-25 07:51:54.770","2025-03-25 07:51:54.770"
3032,Asset Tagging & Registration,"All company assets must be logged and tagged properly.
Example: Recording all company laptops and devices in the asset register.
Evidence 1: Copy of the asset registration report.
Evidence 2: Signed confirmation of asset tagging procedures.",1,1161,1,1,"2025-03-25 07:51:54.803","2025-03-25 07:51:54.803"
3033,Device Security & Remote Wipe Capability,"All mobile devices must have security controls enabled, including remote wipe capability.
Example: Using an MDM solution for smartphones and tablets.
Evidence 1: Screenshot from the MDM dashboard.
Evidence 2: Signed acknowledgement of mobile device usage policy.",1,1162,1,1,"2025-03-25 07:51:54.835","2025-03-25 07:51:54.835"
3034,Firewall & Intrusion Detection,"Network systems must be protected by firewalls and intrusion detection systems.
Example: Regular monitoring of firewall logs and IDS alerts.
Evidence 1: Screenshot of firewall configuration.
Evidence 2: Network security training certificate.",1,1163,1,1,"2025-03-25 07:51:54.870","2025-03-25 07:51:54.870"
3035,Incident Response Procedures,"Employees must know how to promptly report any security incidents.
Example: Reporting a suspicious email or security breach.
Evidence 1: Completed incident report form.
Evidence 2: Signed acknowledgement of incident response training.",1,1164,1,1,"2025-03-25 07:51:54.911","2025-03-25 07:51:54.911"
3036,Third-Party Assessment & Compliance,"Regularly assess supplier security practices.
Example: Annual vendor risk assessments and security reviews.
Evidence 1: Completed vendor risk assessment report.
Evidence 2: Signed supplier security compliance agreement.",1,1165,1,1,"2025-03-25 07:51:54.940","2025-03-25 07:51:54.940"
3037,Authentication Mechanisms,Use of multi-factor authentication for critical systems. Example: Requiring both a password and a mobile app for login.,1,1166,1,1,"2025-03-25 07:51:54.974","2025-03-25 07:51:54.974"
3038,Access Review,Regular audits of access privileges. Example: Reassessing access rights when an employee switches departments.,1,1166,1,1,"2025-03-25 07:51:54.996","2025-03-25 07:51:54.996"
3039,Data Classification,"Classifying data based on sensitivity and handling accordingly. Example: Marking financial documents as ""Confidential"".",1,1167,1,1,"2025-03-25 07:51:55.025","2025-03-25 07:51:55.025"
3040,Personal Data Compliance,Adhering to laws like GDPR for handling personal information. Example: Ensuring that personal data is processed with consent.,1,1167,1,1,"2025-03-25 07:51:55.048","2025-03-25 07:51:55.048"
3041,Data Minimization & Retention,Limiting the retention of data to what is necessary. Example: Deleting customer records after seven years unless required otherwise.,1,1167,1,1,"2025-03-25 07:51:55.074","2025-03-25 07:51:55.074"
3042,Reporting & Escalation,Immediate reporting of security incidents to the Information Security Team. Example: Employees submitting phishing attempts to IT.,1,1168,1,1,"2025-03-25 07:51:55.099","2025-03-25 07:51:55.099"
3043,Response & Recovery,Steps to contain and recover from incidents. Example: Isolating compromised systems and restoring data from backups.,1,1168,1,1,"2025-03-25 07:51:55.121","2025-03-25 07:51:55.121"
3044,Lessons Learned,Post-incident reviews help drive improvements. Example: Analyzing an incident to update response protocols.,1,1168,1,1,"2025-03-25 07:51:55.147","2025-03-25 07:51:55.147"
3045,Mandatory Training,Employees must complete regular security training. Example: Annual training on recognizing phishing attacks.,1,1169,1,1,"2025-03-25 07:51:55.176","2025-03-25 07:51:55.176"
3046,Awareness Programs,Programs that reinforce security practices. Example: Monthly security newsletters that highlight potential threats.,1,1169,1,1,"2025-03-25 07:51:55.197","2025-03-25 07:51:55.197"
3047,Testing & Reinforcement,Regular exercises to test employee readiness. Example: Conducting simulated phishing attacks to assess employee awareness.,1,1169,1,1,"2025-03-25 07:51:55.217","2025-03-25 07:51:55.217"
3048,Vendor Assessments,Conducting security assessments on third-party vendors. Example: Evaluating a cloud provider’s security before a contract is signed.,1,1170,1,1,"2025-03-25 07:51:55.245","2025-03-25 07:51:55.245"
3049,Contractual Obligations,Securing contracts with information security clauses. Example: Including clauses in vendor contracts requiring data protection measures.,1,1170,1,1,"2025-03-25 07:51:55.270","2025-03-25 07:51:55.270"
3050,Monitoring & Review,Reviewing vendor compliance with security policies. Example: Annually reviewing cloud service providers’ compliance with security audits.,1,1170,1,1,"2025-03-25 07:51:55.289","2025-03-25 07:51:55.289"
3051,Policy Approval,Senior management must approve and ensure the policy aligns with organizational goals. Example: CEO reviewing security policies yearly.,1,1171,1,1,"2025-03-25 07:51:55.321","2025-03-25 07:51:55.321"
3052,Resource Allocation,Management provides the necessary resources for policy execution. Example: Budget allocation for security software and training.,1,1171,1,1,"2025-03-25 07:51:55.347","2025-03-25 07:51:55.347"
3053,Risk Acceptance,Management reviews and approves any remaining risks. Example: Accepting some risks after implementing all possible mitigation strategies.,1,1171,1,1,"2025-03-25 07:51:55.370","2025-03-25 07:51:55.370"
3054,ISMS Oversight,Ensuring the ISMS is up-to-date and compliant with ISO/IEC 27001. Example: Monitoring system updates and audits.,1,1172,1,1,"2025-03-25 07:51:55.404","2025-03-25 07:51:55.404"
3055,Risk Assessments,Performing risk assessments to determine system vulnerabilities. Example: Assessing the security of a newly implemented cloud service.,1,1172,1,1,"2025-03-25 07:51:55.426","2025-03-25 07:51:55.426"
3056,Compliance Monitoring,Ensuring adherence to security standards. Example: Checking compliance with ISO/IEC 27001 standards.,1,1172,1,1,"2025-03-25 07:51:55.448","2025-03-25 07:51:55.448"
3057,Define Performance Indicators (KPIs),Measuring the effectiveness of the ISMS through KPIs such as incident response times. Example: Tracking time from incident detection to resolution.,1,1173,1,1,"2025-03-25 07:51:55.478","2025-03-25 07:51:55.478"
3058,Developing Security Controls,Implementing security controls based on risk assessments. Example: Deploying firewalls to protect against unauthorized network access.,1,1173,1,1,"2025-03-25 07:51:55.501","2025-03-25 07:51:55.501"
3059,Training and Awareness,Conducting training to ensure all personnel are aware of their security responsibilities. Example: Conducting an organization-wide security awareness session.,1,1173,1,1,"2025-03-25 07:51:55.526","2025-03-25 07:51:55.526"
3060,Track Security Metrics,"Monitoring data such as system breaches, security events, and risk assessments. Example: Analyzing failed login attempts across the network.",1,1174,1,1,"2025-03-25 07:51:55.557","2025-03-25 07:51:55.557"
3061,Audit and Assessment,Performing regular internal and external audits. Example: Conducting annual ISO/IEC 27001 certification audits.,1,1174,1,1,"2025-03-25 07:51:55.584","2025-03-25 07:51:55.584"
3062,Management Reviews,Reviewing the ISMS at least annually to assess resource adequacy and evolving risks. Example: Senior management conducts a yearly review of security incidents and trends.,1,1174,1,1,"2025-03-25 07:51:55.605","2025-03-25 07:51:55.605"
3063,Disciplinary Action,"Employees who breach the policy may face disciplinary actions, including termination. Example: Terminating access of an employee who leaks sensitive data.",1,1175,1,1,"2025-03-25 07:51:55.638","2025-03-25 07:51:55.638"
3064,Legal Action,Legal actions may be pursued for severe policy violations. Example: Taking legal action if confidential data is intentionally leaked.,1,1175,1,1,"2025-03-25 07:51:55.683","2025-03-25 07:51:55.683"
3065,Incident Response,Reporting and investigating all confirmed or suspected violations. Example: Reporting a security breach involving unauthorized access.,1,1175,1,1,"2025-03-25 07:51:55.708","2025-03-25 07:51:55.708"
3066,Organizational Structure,"Description: Define how departments interact with and manage information assets.
Example: IT manages system security while HR handles employee records.
Evidence 1: Signed executive approval document outlining the organizational structure.
Evidence 2: Detailed organizational chart showing department roles and information flow.",1,1176,1,1,"2025-03-25 08:11:01.433","2025-03-25 08:11:01.433"
3067,Business Processes,"Description: Describe critical business processes that impact information security.
Example: Vendor management includes mandatory security assessments.
Evidence 1: Management-signed document detailing key business processes.
Evidence 2: Process flow diagram or documented procedure illustrating the process steps.",1,1176,1,1,"2025-03-25 08:11:01.464","2025-03-25 08:11:01.464"
3068,Risk Assessment,"Description: Identify and evaluate risks to in-scope information assets.
Example: Assess phishing threats to protect client data.
Evidence 1: Management-approved risk assessment policy or procedure.
Evidence 2: Completed risk assessment report detailing identified threats and vulnerabilities.",1,1177,1,1,"2025-03-25 08:11:01.506","2025-03-25 08:11:01.506"
3069,Security Controls,"Description: Deploy technical and procedural controls to mitigate risks.
Example: Implement multi-factor authentication for user logins.
Evidence 1: Security control implementation approval document.
Evidence 2: System log or screenshot demonstrating the active configuration of the control (e.g., MFA setup).",1,1178,1,1,"2025-03-25 08:11:01.558","2025-03-25 08:11:01.558"
3070,Internal Audits,"Description: Regularly conduct internal audits to verify compliance with security policies.
Example: Quarterly ISMS audits performed to check adherence.
Evidence 1: Signed internal audit schedule approval document.
Evidence 2: Recent internal audit report with findings and action plans.",1,1179,1,1,"2025-03-25 08:11:01.594","2025-03-25 08:11:01.594"
3071,Corrective Actions,"Description: Address identified vulnerabilities and compliance gaps with corrective measures.
Example: After finding weak password policies, multi-factor authentication was enforced.
Evidence 1: Management-approved corrective action plan document.
Evidence 2: Detailed report or log documenting the corrective measures implemented.",1,1180,1,1,"2025-03-25 08:11:01.627","2025-03-25 08:11:01.627"
3072,Networks,"Description: Define network boundaries for the organization.
Example: Document the corporate LAN/WAN, VPN, and remote access infrastructure.
Evidence 1: Management-signed network boundary definition document.
Evidence 2: Updated network architecture diagram clearly labeling all network segments.",1,1181,1,1,"2025-03-25 08:11:01.658","2025-03-25 08:11:01.658"
3073,Physical Assets,"Description: Identify and define the physical assets within the ISMS scope.
Example: Servers storing customer data are secured in restricted-access rooms.
Evidence 1: Signed asset inventory approval document.
Evidence 2: Visual documentation (photo or diagram) showing physical asset locations and security measures.",1,1182,1,1,"2025-03-25 08:11:01.690","2025-03-25 08:11:01.690"
3074,Key Performance Indicators (KPIs),"Description: Identify key performance indicators to assess ISMS effectiveness.
Example: Measure incident response times to ensure prompt action on breaches.
Evidence 1: Management-approved list of KPIs for ISMS performance.
Evidence 2: Recent KPI report or dashboard screenshot demonstrating measured metrics.",1,1183,1,1,"2025-03-25 08:11:01.741","2025-03-25 08:11:01.741"
